star,n_obs,span_years,split_idx,best_combo,rho_mid_years,Q_mid,n_cycles_obs,is_const,aleatoric_frac_at_t0,valid_metric_value,lookahead_years,t0_year,gpr_med,gpr_lb68,gpr_ub68,gpr_lb95,gpr_ub95,truth_med,truth_lb,truth_ub,error,abs_error,in_68,in_95,gpr_width_68,truth_width,sampling_rate_days
sim0000_ME,260,29.94296577686555,0,3sml,3.097878165639972,4.581697582103424,9.665636986301497,True,0.9977072507207487,36.92640560166739,1.0,2001.4153673648184,2001.5727937850784,2001.5727937850784,2001.5727937850784,2001.5727937850784,2001.5727937850784,2002.4043504442154,2002.4043504442154,2002.4043504442154,-0.8315566591370498,0.8315566591370498,False,False,0.0,0.0,20.8
sim0000_ME,260,29.94296577686555,0,3sml,3.097878165639972,4.581697582103424,9.665636986301497,True,0.9977072507207487,36.92640560166739,2.0,2001.4153673648184,2001.5727937850784,2001.5727937850784,2001.5727937850784,2001.5727937850784,2001.5727937850784,2002.6589929745846,2002.6140560574604,2002.6739719469585,-1.0861991895062602,1.0861991895062602,False,False,0.0,0.05991588949814286,20.8
sim0000_ME,260,29.94296577686555,0,3sml,3.097878165639972,4.581697582103424,9.665636986301497,True,0.9977072507207487,36.92640560166739,3.0,2001.4153673648184,2001.5727937850784,2001.5727937850784,2001.5727937850784,2001.5727937850784,2001.5727937850784,2002.6589929745846,2002.6140560574604,2002.6739719469585,-1.0861991895062602,1.0861991895062602,False,False,0.0,0.05991588949814286,20.8
sim0000_ME,260,29.94296577686555,0,3sml,3.097878165639972,4.581697582103424,9.665636986301497,True,0.9977072507207487,36.92640560166739,4.0,2001.4153673648184,2001.5727937850784,2001.5727937850784,2001.5727937850784,2001.5727937850784,2001.5727937850784,2005.0256706097741,2005.0106916374002,2005.0406495821492,-3.4528768246957497,3.4528768246957497,False,False,0.0,0.029957944748957743,20.8
sim0000_ME,260,29.94296577686555,0,3sml,3.097878165639972,4.581697582103424,9.665636986301497,True,0.9977072507207487,36.92640560166739,5.0,2001.4153673648184,2001.5727937850784,2001.5727937850784,2001.5727937850784,2001.5727937850784,2001.5727937850784,2005.0256706097741,2005.0106916374002,2005.0406495821492,-3.4528768246957497,3.4528768246957497,False,False,0.0,0.029957944748957743,20.8
sim0000_ME,260,29.94296577686555,0,3sml,3.097878165639972,4.581697582103424,9.665636986301497,True,0.9977072507207487,36.92640560166739,6.0,2001.4153673648184,2001.5727937850784,2001.5727937850784,2001.5727937850784,2001.5727937850784,2001.5727937850784,2005.0256706097741,2005.0106916374002,2005.0406495821492,-3.4528768246957497,3.4528768246957497,False,False,0.0,0.029957944748957743,20.8
sim0000_ME,260,29.94296577686555,0,3sml,3.097878165639972,4.581697582103424,9.665636986301497,True,0.9977072507207487,36.92640560166739,7.0,2001.4153673648184,2001.5727937850784,2001.5727937850784,2001.5727937850784,2001.5727937850784,2001.5727937850784,2005.0256706097741,2005.0106916374002,2005.0406495821492,-3.4528768246957497,3.4528768246957497,False,False,0.0,0.029957944748957743,20.8
sim0000_ME,260,29.94296577686555,0,3sml,3.097878165639972,4.581697582103424,9.665636986301497,True,0.9977072507207487,36.92640560166739,8.0,2001.4153673648184,2001.5727937850784,2001.5727937850784,2001.5727937850784,2001.5727937850784,2001.5727937850784,2005.0256706097741,2005.0106916374002,2005.0406495821492,-3.4528768246957497,3.4528768246957497,False,False,0.0,0.029957944748957743,20.8
sim0000_ME,260,29.94296577686555,0,3sml,3.097878165639972,4.581697582103424,9.665636986301497,True,0.9977072507207487,36.92640560166739,9.0,2001.4153673648184,2001.5727937850784,2001.5727937850784,2001.5727937850784,2001.5727937850784,2001.5727937850784,2005.0256706097741,2005.0106916374002,2005.0406495821492,-3.4528768246957497,3.4528768246957497,False,False,0.0,0.029957944748957743,20.8
sim0000_ME,260,29.94296577686555,0,3sml,3.097878165639972,4.581697582103424,9.665636986301497,True,0.9977072507207487,36.92640560166739,10.0,2001.4153673648184,2001.5727937850784,2001.5727937850784,2001.5727937850784,2001.5727937850784,2001.5727937850784,2005.0406495821492,2005.0256706097741,2011.0172595596227,-3.467855797070797,3.467855797070797,False,False,0.0,5.9915889498486194,20.8
sim0000_ME,260,29.94296577686555,0,3sml,3.097878165639972,4.581697582103424,9.665636986301497,True,0.9977072507207487,36.92640560166739,10.665399233402013,2001.4153673648184,2001.5727937850784,2001.5727937850784,2001.5727937850784,2001.5727937850784,2001.5727937850784,2005.0406495821492,2005.0256706097741,2011.0172595596227,-3.467855797070797,3.467855797070797,False,False,0.0,5.9915889498486194,20.8
sim0000_ME,260,29.94296577686555,1,2sm,2.438834820144232,4.999999999999999,12.277570227201664,True,0.9993314011172216,31.71751739777536,1.0,2010.4267742094455,2011.2412848186173,2011.2412848186173,2011.2412848186173,2011.2412848186173,2011.3234203422312,2011.0621964767456,2011.0621964767456,2011.077175449121,0.17908834187164757,0.17908834187164757,False,False,0.0,0.01497897237527468,20.8
sim0000_ME,260,29.94296577686555,1,2sm,2.438834820144232,4.999999999999999,12.277570227201664,True,0.9993314011172216,31.71751739777536,1.6539923887748955,2010.4267742094455,2011.2412848186173,2011.2412848186173,2011.2412848186173,2011.2412848186173,2011.3234203422312,2011.0621964767456,2011.0621964767456,2011.077175449121,0.17908834187164757,0.17908834187164757,False,False,0.0,0.01497897237527468,20.8
