2439668.80000	0.8077
2439670.80000	0.7735
2439692.80000	0.721
2439694.80000	0.7504
2439719.80000	0.7834
2439721.80000	0.7895
2439722.80000	0.788
2439723.80000	0.7999
2439786.80000	0.7389
2439787.80000	0.764
2439788.80000	0.7678
2439789.80000	0.7803
2439817.80000	0.7383
2439832.80000	0.6748
2439834.80000	0.6645
2439835.80000	0.6743
2439963.80000	0.7143
2439964.80000	0.7512
2439978.80000	0.729
2439979.80000	0.7481
2440010.80000	0.8296
2440011.80000	0.8103
2440012.80000	0.8005
2440045.80000	0.7733
2440046.80000	0.7621
2440047.80000	0.7728
2440048.80000	0.7478
2440077.80000	0.7544
2440078.80000	0.7587
2440079.80000	0.7319
2440080.80000	0.7089
2440105.80000	0.6842
2440106.80000	0.6791
2440107.80000	0.6696
2440138.80000	0.6213
2440139.80000	0.6536
2440140.80000	0.6318
2440167.80000	0.7727
2440168.80000	0.7409
2440169.80000	0.72
2440170.80000	0.7176
2440199.80000	0.8122
2440201.80000	0.7905
2440202.80000	0.7658
2440312.80000	0.7373
2440339.80000	0.6003
2440340.80000	0.6223
2440341.80000	0.6093
2440342.80000	0.6206
2440404.80000	0.5788
2440405.80000	0.584
2440406.80000	0.5768
2440407.80000	0.5716
2440437.80000	0.5831
2440438.80000	0.5917
2440439.80000	0.5897
2440440.80000	0.5785
2440454.80000	0.6323
2440455.80000	0.6094
2440456.80000	0.6083
2440457.80000	0.5914
2440495.80000	0.6512
2440496.80000	0.5934
2440497.80000	0.5962
2440498.80000	0.6002
2440499.80000	0.6141
2440517.80000	0.5837
2440519.80000	0.5839
2440520.80000	0.5886
2440555.80000	0.5663
2440558.80000	0.5916
2440570.80000	0.5626
2440572.80000	0.5748
2440573.80000	0.5838
2440685.80000	0.6338
2440687.80000	0.6332
2440688.80000	0.6308
2440725.80000	0.6326
2440726.80000	0.6287
2440727.80000	0.609
2440728.80000	0.6245
2440729.80000	0.6222
2440760.80000	0.6947
2440761.80000	0.6774
2440762.80000	0.7072
2440777.80000	0.6363
2440778.80000	0.6086
2440779.80000	0.6038
2440780.80000	0.5894
2440809.80000	0.5968
2440810.80000	0.5933
2440811.80000	0.6407
2440812.80000	0.5795
2440843.80000	0.632
2440844.80000	0.6216
2440844.80000	0.6216
2440845.80000	0.6198
2440910.80000	0.6024
2440911.80000	0.6346
2440912.80000	0.6324
2440935.80000	0.596
2441050.80000	0.633
2441051.80000	0.6512
2441052.80000	0.6316
2441053.80000	0.6152
2441082.80000	0.6203
2441083.80000	0.6127
2441084.80000	0.6029
2441085.80000	0.5999
2441112.80000	0.6554
2441113.80000	0.6838
2441114.80000	0.6551
2441133.80000	0.7079
2441134.80000	0.7433
2441135.80000	0.7551
2441136.80000	0.7588
2441168.80000	0.7074
2441169.80000	0.7087
2441170.80000	0.7052
2441199.80000	0.7057
2441200.80000	0.6983
2441201.80000	0.7007
2441202.80000	0.7016
2441249.80000	0.7295
2441250.80000	0.7154
2441262.80000	0.7587
2441264.80000	0.7183
2441285.80000	0.6869
2441286.80000	0.7127
2441428.80000	0.8476
2441429.80000	0.8516
2441430.80000	0.8321
2441459.80000	0.8346
2441460.80000	0.8575
2441461.80000	0.856
2441487.80000	0.7809
2441488.80000	0.7897
2441502.80000	0.942
2441503.80000	0.9381
2441554.80000	0.8491
2441555.80000	0.8254
2441589.80000	0.821
2441590.80000	0.834
2441591.80000	0.8055
2441592.80000	0.793
2441614.80000	0.8533
2441615.80000	0.8646
2441618.80000	0.8456
2441641.80000	0.7885
2441642.80000	0.8078
2441643.80000	0.8023
2441644.80000	0.7767
2441669.80000	0.8017
2441671.80000	0.7623
2441787.80000	0.7692
2441788.80000	0.7798
2441819.80000	0.771
2441820.80000	0.7533
2441821.80000	0.7601
2441822.80000	0.7476
2441835.80000	0.8775
2441836.80000	0.8794
2441884.80000	0.715
2441885.80000	0.7318
2441886.80000	0.6951
2441909.80000	0.8553
2441910.80000	0.884
2441911.80000	0.8969
2441942.80000	0.826
2441943.80000	0.8063
2441944.80000	0.8071
2441945.80000	0.8003
2441959.80000	0.7336
2441960.80000	0.7038
2441961.80000	0.7154
2442015.80000	0.8974
2442016.80000	0.8839
2442147.80000	0.7275
2442148.80000	0.731
2442166.80000	0.7451
2442167.80000	0.7464
2442168.80000	0.7416
2442169.80000	0.7419
2442208.80000	0.7149
2442209.80000	0.7136
2442210.80000	0.7163
2442218.80000	0.7411
2442219.80000	0.733
2442259.80000	0.7643
2442260.80000	0.7472
2442261.80000	0.7724
2442262.80000	0.7299
2442282.80000	0.7263
2442283.80000	0.7399
2442284.80000	0.7203
2442285.80000	0.7203
2442329.80000	0.6919
2442330.80000	0.7067
2442331.80000	0.7005
2442348.80000	0.6601
2442350.80000	0.6573
2442380.80000	0.6713
2442381.80000	0.7005
2442382.80000	0.6762
2442525.80000	0.6789
2442557.80000	0.6713
2442559.80000	0.6801
2442560.80000	0.6757
2442590.80000	0.7358
2442591.80000	0.7151
2442592.80000	0.723
2442613.80000	0.6723
2442614.80000	0.67
2442615.80000	0.6637
2442616.80000	0.6621
2442644.80000	0.6455
2442645.80000	0.6536
2442646.80000	0.6561
2442647.80000	0.6799
2442675.80000	0.6236
2442676.80000	0.6295
2442677.80000	0.6363
2442678.80000	0.6206
2442702.80000	0.6467
2442703.80000	0.6616
2442704.80000	0.6469
2442731.80000	0.6926
2442732.80000	0.6999
2442763.80000	0.6443
